,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,time,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS
368,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-4.761904762,-3.877005348,17.10526316,39.46784922,sumishield,6.75,6.75,42,1,8,38,44,18,7,33
369,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-138.7096774,-0.766983199,7.837837838,38.19229065,sumishield,7,7,62,1,25,60,148,58,59,132
370,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-251.3513514,6.952662722,20.76923077,45.38461538,sumishield,7.25,7.25,37,0,11,37,130,59,45,103
371,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-108.3333333,8.363636364,10.46153846,46.30508475,sumishield,7.5,7.5,60,1,16,52,125,59,41,97
372,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-1182.051282,-1.92,20.52432432,43.34736842,sumishield,7.75,7.75,39,1,9,37,500,224,108,377
373,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-5337.5,-25.6091954,6.631299735,45.51724138,sumishield,8,8,16,0,6,13,870,396,187,660
374,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-2031.034483,-19.53670584,36.98566805,51.61812298,sumishield,8.25,8.25,29,0,10,28,618,319,134,376
375,Ngufor_2017_PLoSOne,Anophelesgambiae,Sumishield,0.2,WestAfrica,Benin,concrete,-961.3636364,-0.948302233,22.48394004,50.10706638,sumishield,8.5,8.5,44,0,16,44,467,234,167,362
376,Agossa_2018ParaVec,Anophelesgambiae,Sumishield,0.5,WestAfrica,Benin,cement,-24.10032715,2.186666667,0.336819295,66.09195402,sumishield,1,0,917,0,292,854,696,460,232,646
377,Agossa_2018ParaVec,Anophelesgambiae,Sumishield,0.5,WestAfrica,Benin,cement,-25.34775889,2.538610345,2.114477144,78.05383023,sumishield,2,2,1294,0,380,1207,966,754,301,882
378,Agossa_2018ParaVec,Anophelesgambiae,Sumishield,0.5,WestAfrica,Benin,cement,-12.5,2.527472527,-2.446592672,69.99154691,sumishield,3,3,1352,0,312,1197,1183,828,296,1073
379,Agossa_2018ParaVec,Anophelesgambiae,Sumishield,0.5,WestAfrica,Benin,cement,-11.75166297,-1.731500955,-3.666752253,82.03517588,sumishield,4,4,902,0,276,822,796,653,234,752
380,Agossa_2018ParaVec,Anophelesgambiae,Sumishield,0.5,WestAfrica,Benin,cement,-9.865470852,0.52564319,-2.572045433,72.01492537,sumishield,5,5,892,0,273,848,804,579,249,784
381,Agossa_2018ParaVec,Anophelesgambiae,Sumishield,0.5,WestAfrica,Benin,cement,-1.949541284,-5.790137147,-0.88240682,70.99415205,sumishield,6,6,872,0,255,830,855,607,215,821
382,Agossa_2018ParaVec,Anophelesgambiae,Sumishield,0.5,WestAfrica,Benin,cement,-6.773618538,3.791072512,-3.416275201,66.06118547,sumishield,7,7,1122,0,375,1031,1046,691,376,994
383,Agossa_2018ParaVec,Anophelesgambiae,Sumishield,0.5,WestAfrica,Benin,cement,-2.146263911,14.42438337,9.944242182,58.0016247,sumishield,8,8,1258,0,354,1204,1231,714,474,1061
