,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,lp0,time,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS,P_fed_and_alive,P_fed_and_dead,P_unfed_and_dead,P_unfed_and_alive,P_killed,P_bloodfed,P_other,GROUP
1,Agossa2014,Anophelesgambiae,lambdacyalothrin,0.03,WestAfrica,Benin,cement,-15.78947368,39.68253968,11.84952978,92.04545455,lambdacyalothrin,1,0.920454545,0,152,0,26,145,176,162,88,148,,,,,,,,1
2,Agossa2014,Anophelesgambiae,lambdacyalothrin,0.03,WestAfrica,Benin,cement,-61.64383562,14.01896007,4.153735975,9.322033898,lambdacyalothrin,2,0.920454545,2,73,0,14,71,118,11,36,110,,,,,,,,1
3,Agossa2014,Anophelesgambiae,lambdacyalothrin,0.03,WestAfrica,Benin,cement,38.4057971,8,-3.799421408,3.529411765,lambdacyalothrin,6,0.920454545,6,138,0,18,122,85,3,17,78,,,,,,,,1
4,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,27.27272727,38.125,2.941176471,79.375,deltamethrin,0.25,0.8125,0,22,2,2,17,16,13,7,12,,,,,,,,2
5,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,62.5,38.46153846,0,50,deltamethrin,0.5,0.8125,0.5,16,0,3,16,6,3,3,6,,,,,,,,2
6,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,35.71428571,22.22222222,10.25641026,66.66666667,deltamethrin,0.75,0.8125,0.75,28,0,8,26,18,12,8,15,,,,,,,,2
7,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,33.33333333,22.4137931,-1.351351351,34.61538462,deltamethrin,1,0.8125,1,39,0,10,37,26,9,11,25,,,,,,,,2
8,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,11.32075472,21.40554481,4.775413712,25.53191489,deltamethrin,1.25,0.8125,1.25,53,0,20,45,47,12,24,38,,,,,,,,2
9,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,-1.785714286,44.17862839,14.97975709,36.84210526,deltamethrin,1.5,0.8125,1.5,56,0,12,52,57,21,32,45,,,,,,,,2
10,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,27.27272727,26.33928571,11.60714286,13.6627907,deltamethrin,1.75,0.8125,1.75,44,1,16,42,32,5,17,27,,,,,,,,2
11,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,-16.66666667,26.10837438,32.81853282,24.48979592,deltamethrin,2,0.8125,2,42,0,13,37,49,12,24,29,,,,,,,,2
12,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,59.22330097,6.740442656,20.89093702,26.19047619,deltamethrin,2.25,0.8125,2.25,103,0,32,93,42,11,15,30,,,,,,,,2
13,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,14.28571429,27.08333333,8.333333333,10.41666667,deltamethrin,2.5,0.8125,2.5,56,0,8,56,48,5,18,44,,,,,,,,2
14,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,1.923076923,15.88235294,-4.226579521,9.803921569,deltamethrin,2.75,0.8125,2.75,52,0,12,45,51,5,18,46,,,,,,,,2
15,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,37.95620438,5.652797704,-9.07902555,21.17647059,deltamethrin,3,0.8125,3,137,0,55,99,85,18,37,67,,,,,,,,2
16,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,-12.28070175,46.5625,3.8125,18.75,deltamethrin,3.25,0.8125,3.25,57,0,7,50,64,12,34,54,,,,,,,,2
17,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,23.07692308,36.96969697,13.72727273,15.94827586,deltamethrin,3.5,0.8125,3.5,117,1,18,110,90,15,42,73,,,,,,,,2
18,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,-2.5,31.13342898,-0.062539087,19.51219512,deltamethrin,3.75,0.8125,3.75,40,0,6,39,41,8,17,40,,,,,,,,2
19,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,0,47.36842105,4.545454545,4.545454545,deltamethrin,4,0.8125,4,22,0,3,22,22,1,12,21,,,,,,,,2
20,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,37.03703704,47.05882353,17.64705882,11.76470588,deltamethrin,4.25,0.8125,4.25,27,0,6,27,17,2,10,14,,,,,,,,2
21,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,19.35483871,19.13043478,4,8,deltamethrin,4.5,0.8125,4.5,31,0,8,31,25,2,10,24,,,,,,,,2
22,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,34.7826087,-20,0,10,deltamethrin,4.75,0.8125,4.75,46,0,23,46,30,3,12,30,,,,,,,,2
23,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,30.6122449,3.921568627,0,6.924019608,deltamethrin,5,0.8125,5,49,1,19,49,34,3,14,34,,,,,,,,2
24,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,36.53846154,6.439393939,0,7.308377897,deltamethrin,5.25,0.8125,5.25,52,1,20,52,33,3,14,33,,,,,,,,2
25,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,36.36363636,-23.46938776,2.857142857,6.878306878,deltamethrin,5.5,0.8125,5.5,55,1,27,55,35,3,13,34,,,,,,,,2
26,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,27.27272727,-23.75,2.5,3.240740741,deltamethrin,5.75,0.8125,5.75,55,1,25,55,40,2,13,39,,,,,,,,2
27,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,10.71428571,-27.44827586,6.327272727,8.363636364,deltamethrin,6,0.8125,6,56,1,27,55,50,5,17,46,,,,,,,,2
28,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,-1.694915254,1.666666667,5.057471264,5.057471264,deltamethrin,6.25,0.8125,6.25,59,1,23,58,60,4,24,56,,,,,,,,2
29,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,-7.407407407,1.253918495,5.139882889,3.383214053,deltamethrin,6.5,0.8125,6.5,54,1,21,53,58,3,23,54,,,,,,,,2
30,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,-6,-15.30398323,5.660377358,5.660377358,deltamethrin,6.75,0.8125,6.75,50,0,23,49,53,3,20,49,,,,,,,,2
31,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,15.49295775,7.391304348,5.333333333,5,deltamethrin,7,0.8125,7,71,0,25,70,60,3,24,56,,,,,,,,2
32,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,9.722222222,11.83673469,4.832069339,6.153846154,deltamethrin,7.25,0.8125,7.25,72,0,23,71,65,4,26,61,,,,,,,,2
33,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,21.59090909,18.84057971,4.714309512,5.797101449,deltamethrin,7.5,0.8125,7.5,88,0,33,87,69,4,34,65,,,,,,,,2
34,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,26.80412371,21.93158954,2.816901408,1.408450704,deltamethrin,7.75,0.8125,7.75,97,0,34,97,71,1,35,69,,,,,,,,2
35,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,42.34234234,16.75,3.125,1.5625,deltamethrin,8,0.8125,8,111,0,36,111,64,1,28,62,,,,,,,,2
36,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,42.30769231,31.02040816,1.145833333,1.333333333,deltamethrin,8.25,0.8125,8.25,130,0,32,128,75,1,36,73,,,,,,,,2
37,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,34.4,26.29321898,0.852667063,1.219512195,deltamethrin,8.5,0.8125,8.5,125,0,34,123,82,1,38,80,,,,,,,,2
38,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,24.07407407,29.97838839,1.840773125,1.219512195,deltamethrin,8.75,0.8125,8.75,108,0,29,106,82,1,40,79,,,,,,,,2
39,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,33.06451613,31.39906565,0.809796563,0,deltamethrin,9,0.8125,9,124,0,26,122,83,0,38,81,,,,,,,,2
40,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,36.44067797,29.9009901,0.127536232,0,deltamethrin,9.25,0.8125,9.25,118,0,17,115,75,0,30,73,,,,,,,,2
41,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,39.66942149,24.17662489,-1.137682842,0,deltamethrin,9.5,0.8125,9.5,121,0,27,118,73,0,30,72,,,,,,,,2
42,UNPUBLISHED_Data_Corbel,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,concrete,30.55555556,22.85714286,-1.485714286,0,deltamethrin,9.75,0.8125,9.75,108,0,24,105,75,0,30,74,,,,,,,,2
197,Agossa2015PLoSOne,Anophelesgambiae,alphacypermethrin,0.03,WestAfrica,Benin,cement,15.90909091,37.70913771,11.50219987,10.81081081,alphacypermethrin,1,0.108108108,0,44,0,2,43,37,4,15,32,246,NA,NA,NA,,0.910107,0.108108108,3
198,Agossa2015PLoSOne,Anophelesgambiae,alphacypermethrin,0.03,WestAfrica,Benin,cement,46.93877551,34.25760286,31.46853147,30.76923077,alphacypermethrin,2,0.108108108,2,49,0,6,33,26,8,11,12,247,NA,NA,NA,,0.90472,0.307692308,3
199,Agossa2015PLoSOne,Anophelesgambiae,alphacypermethrin,0.03,WestAfrica,Benin,cement,38.59649123,29.0523338,15.0310559,24.28571429,alphacypermethrin,3,0.108108108,3,114,0,13,92,70,17,26,48,248,NA,NA,NA,,0.894707,0.242857143,3
200,Agossa2015PLoSOne,Anophelesgambiae,alphacypermethrin,0.03,WestAfrica,Benin,cement,20,22.99107143,-3.155339806,11,alphacypermethrin,4,0.108108108,4,125,0,13,103,100,11,31,85,249,NA,NA,NA,,0.870909,0.11,3
201,Agossa2015PLoSOne,Anophelesgambiae,alphacypermethrin,0.03,WestAfrica,Benin,cement,21.73913043,25.46296296,-5.783242259,6.481481481,alphacypermethrin,5,0.108108108,5,138,0,18,122,108,7,38,101,250,NA,NA,NA,,0.806816,0.064814815,3
202,Agossa2015PLoSOne,Anophelesgambiae,alphacypermethrin,0.03,WestAfrica,Benin,cement,29.41176471,15.96045198,-5.069444444,6.25,alphacypermethrin,6,0.108108108,6,136,0,18,120,96,6,26,89,251,NA,NA,NA,,0.702051267,0.0625,3
236,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,WestAfrica,CoteDIvoire,cement,-41.90687361,51.8031459,23.87990998,45.89006696,lambdacyalothrin,1.5,0.56328125,0,902,174,304,611,1280,721,871,660,92,NA,NA,NA,,0.894707,0.56328125,4
237,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,WestAfrica,CoteDIvoire,cement,7.64552563,31.13801715,14.18039862,9.112802155,lambdacyalothrin,4.5,0.56328125,6,1151,242,456,728,1063,300,621,577,93,NA,NA,NA,,0.702051,0.282220132,4
238,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,WestAfrica,CoteDIvoire,cement,-28.16326531,27.25229684,10.92565903,10.80289245,lambdacyalothrin,9,0.56328125,12,980,93,433,685,1256,242,746,782,94,NA,NA,NA,,0.285591,0.192675159,4
43,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,-40.2173913,69.15985753,-4.927381271,66.34439509,alphacypermethrin,1,0.674418605,0,736,24,440,696,1032,696,904,1024,0.3127738,0.636333,0.02932255,-0.3697337,0.6656555,0.3127738,0.02157061,5
44,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,-38.02816901,54.05674465,3.046218487,12.83482143,alphacypermethrin,2,0.674418605,2,568,56,240,544,784,168,576,728,0.6831015,0.2160074,0.06122449,-0.2663122,0.2772319,0.6831015,0.03966657,5
45,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,12.31884058,43.60185269,11.10841031,17.05484598,alphacypermethrin,3,0.674418605,3,1104,48,376,1088,968,200,608,848,0.7052945,0.2054133,0.01652893,0.119655,0.2219423,0.7052945,0.07276321,5
46,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,11.8556701,27.71308803,-10.03311492,6.878950749,alphacypermethrin,4,0.674418605,4,1552,168,648,1328,1368,232,792,1288,0.6837822,0.1805694,0.06245855,0.1679629,0.243028,0.6837822,0.07318985,5
47,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,12.26993865,32.35994774,-0.713669892,6.531468531,alphacypermethrin,5,0.674418605,5,1304,104,576,1168,1144,160,712,1032,0.7138873,0.1505856,0.04054228,0.1855506,0.1911279,0.7138873,0.09498477,5
48,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,21.13821138,31.86644099,-15.8962421,10.99325932,alphacypermethrin,6,0.674418605,6,984,152,448,744,776,192,488,680,0.5258829,0.2485702,0.06780655,0.3082726,0.3163767,0.5258829,0.15774034,5
49,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,11.62790698,23.61842105,2.740321879,0.861667443,alphacypermethrin,7,0.674418605,7,1032,128,392,968,912,120,480,832,0.7099859,0.1682271,0.05813953,0.1444308,0.2263666,0.7099859,0.06364749,5
50,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,28.57142857,-20.90909091,-9.375,9.411764706,alphacypermethrin,8,0.674418605,8,280,8,104,256,200,24,48,200,0.8045714,0.1382857,0,0.3428571,0.1382857,0.8045714,0.05714286,5
51,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,19.1011236,36.93310658,-4.480820106,-6.442901235,alphacypermethrin,9,0.674418605,9,712,136,320,672,576,80,376,568,0.6883388,0.2645326,0.03604869,0.2133271,0.3005813,0.6883388,0.0110799,5
52,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,51.47058824,55.55555556,-7.936507937,4.329004329,alphacypermethrin,10,0.674418605,10,544,96,136,504,264,56,176,264,0.6256684,0.3302139,0.01470588,0.5441176,0.3449198,0.6256684,0.02941176,5
53,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,9.523809524,33.68421053,-32.15102975,-6.507177033,alphacypermethrin,11,0.674418605,11,504,64,184,368,456,32,264,440,0.7405453,0.1324706,0.0459482,0.1378446,0.1784188,0.7405453,0.08103592,5
54,Rowland 2013,Anophelesgambiae,lambdacyhalothrin10%CS,,WestAfrica,Benin,cement,26.44628099,46.50948609,-7.469234885,1.675361156,alphacypermethrin,12,0.674418605,12,968,72,480,840,712,64,520,664,0.7298561,0.1086619,0.03844368,0.3898226,0.1471056,0.7298561,0.12303835,5
203,Agossa2015PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,34.09090909,56.65024631,29.43063352,31.03448276,deltamethrin,1,0.310344828,0,44,0,2,43,29,9,17,20,240,13.63,13.63,84,,0.910107383,0.310344828,6
204,Agossa2015PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,26.53061224,49.35400517,13.38383838,38.88888889,deltamethrin,2,0.310344828,2,49,0,6,33,36,14,20,21,241,NA,NA,NA,,0.904720232,0.388888889,6
205,Agossa2015PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,10.52631579,30.28538148,-5.690537084,35.29411765,deltamethrin,3,0.310344828,3,114,0,13,92,102,36,39,87,242,NA,NA,NA,,0.89470652,0.352941176,6
206,Agossa2015PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,11.2,27.60617761,-4.95932826,21.62162162,deltamethrin,4,0.310344828,4,125,0,13,103,111,24,39,96,243,NA,NA,NA,,0.870908591,0.216216216,6
207,Agossa2015PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,32.60869565,24.56989247,-8.249603384,6.451612903,deltamethrin,5,0.310344828,5,138,0,18,122,93,6,32,89,244,NA,NA,NA,,0.806815962,0.064516129,6
208,Agossa2015PLoSOne,Anophelesgambiae,deltamethrin,0.025,WestAfrica,Benin,cement,26.47058824,12.40677966,-8.8,5,deltamethrin,6,0.310344828,6,136,0,18,120,100,5,24,96,245,NA,NA,NA,,0.702051267,0.05,6
209,Agossa2015PLoSOne,Anophelesgambiae,Lambdacyhalothrin,0.03,WestAfrica,Benin,cement,-36.36363636,54.6031746,28.37209302,15,lambdacyalothrin,1,0.15,0,44,0,2,43,60,9,34,42,234,NA,NA,NA,,0.910107383,0.15,7
210,Agossa2015PLoSOne,Anophelesgambiae,Lambdacyhalothrin,0.03,WestAfrica,Benin,cement,51.02040816,24.03100775,25.75757576,25,lambdacyalothrin,2,0.15,2,49,0,6,33,24,6,8,12,235,NA,NA,NA,,0.904720232,0.25,7
211,Agossa2015PLoSOne,Anophelesgambiae,Lambdacyhalothrin,0.03,WestAfrica,Benin,cement,35.96491228,24.23708124,18.52293032,24.65753425,lambdacyalothrin,3,0.15,3,114,0,13,92,73,18,24,48,236,NA,NA,NA,,0.89470652,0.246575342,7
212,Agossa2015PLoSOne,Anophelesgambiae,Lambdacyhalothrin,0.03,WestAfrica,Benin,cement,16,6.462585034,4.068423486,14.28571429,lambdacyalothrin,4,0.15,4,125,0,13,103,105,15,17,83,237,NA,NA,NA,,0.870908591,0.142857143,7
213,Agossa2015PLoSOne,Anophelesgambiae,Lambdacyhalothrin,0.03,WestAfrica,Benin,cement,27.53623188,21.8,-5.196721311,9,lambdacyalothrin,5,0.15,5,138,0,18,122,100,9,32,93,238,NA,NA,NA,,0.806815962,0.09,7
214,Agossa2015PLoSOne,Anophelesgambiae,Lambdacyhalothrin,0.03,WestAfrica,Benin,cement,18.38235294,6.550618415,-6.186186186,5.405405405,lambdacyalothrin,6,0.15,6,136,0,18,120,111,6,21,104,239,NA,NA,NA,,0.702051267,0.054054054,7
215,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,15.49295775,63.42424242,30.97222222,92.75510204,lambdacyalothrin,1.5,0.95,0,71,22,16,60,60,57,43,35,143,NA,NA,NA,,0.894707,0.95,8
216,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,38.46153846,-26.38888889,83.75,76.78571429,lambdacyalothrin,4.5,0.95,6,13,6,4,10,8,7,1,1,144,NA,NA,NA,,0.702051,0.875,8
217,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,60.78431373,-18.39285714,9.6875,34.76744186,lambdacyalothrin,9,0.95,12,51,8,23,48,20,9,7,17,145,NA,NA,NA,,0.285591,0.45,8
218,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,77.39726027,58.4045584,58.19613457,49.1466388,lambdacyalothrin,1.5,0.696969697,0,146,59,29,127,33,23,22,12,146,NA,NA,NA,,0.894707,0.696969697,9
219,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,70,52.38095238,4.761904762,16.66666667,lambdacyalothrin,4.5,0.696969697,6,10,6,3,7,3,2,2,2,147,NA,NA,NA,,0.702051,0.666666667,9
220,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,74,89.31623932,17.58241758,14.52991453,lambdacyalothrin,9,0.696969697,12,50,14,14,42,13,5,12,9,148,NA,NA,NA,,0.285591,0.384615385,9
221,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,52.94117647,32.57211538,23.5745614,88.06179775,lambdacyalothrin,1.5,0.921875,0,136,47,32,114,64,59,31,41,149,NA,NA,NA,,0.894707,0.921875,10
222,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,82.60869565,100,-9.523809524,-15,lambdacyalothrin,4.5,0.921875,6,23,8,7,21,4,1,4,4,150,NA,NA,NA,,0.702051,0.25,10
223,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,2.631578947,65.76576577,-2.702702703,3.166023166,lambdacyalothrin,9,0.921875,12,38,3,14,32,37,4,29,32,151,NA,NA,NA,,0.285591,0.108108108,10
224,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,47.6744186,22.1399177,23.55555556,77.06666667,lambdacyalothrin,1.5,0.866666667,0,86,36,32,55,45,39,23,22,152,NA,NA,NA,,0.894707,0.866666667,11
225,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,80,100,16.66666667,-66.66666667,lambdacyalothrin,4.5,0.866666667,6,10,4,5,6,2,0,2,1,153,NA,NA,NA,,0.702051,0,11
226,Tchicaya2014,Anophelesfunestus,lambdacyhalothrin10%CS,0.025,,,,-92.30769231,55.42857143,7.555555556,13.33333333,lambdacyalothrin,9,0.866666667,12,13,4,6,9,25,10,19,16,154,NA,NA,NA,,0.285591,0.4,11
227,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,-59.45419103,72.7907789,-7.720408457,60.7484539,lambdacyalothrin,1.5,0.674816626,0,513,88,135,340,818,552,654,584,83,NA,NA,NA,,0.894707,0.674816626,12
228,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,-8.870967742,55.81470684,3.745662874,31.91682911,lambdacyalothrin,4.5,0.674816626,6,620,164,277,459,675,337,510,481,84,NA,NA,NA,,0.702051,0.499259259,12
229,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,12.53968254,56.28269457,7.09382151,14.86984907,lambdacyalothrin,9,0.674816626,12,1260,113,444,1035,1102,248,790,841,85,NA,NA,NA,,0.285591,0.225045372,12
230,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,-8.746355685,59.30748518,23.31375035,57.29962604,lambdacyalothrin,1.5,0.659517426,0,686,139,225,554,746,492,542,462,86,NA,NA,NA,,0.894707,0.659517426,13
231,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,28.66847826,60.55369192,18.37593985,31.50389281,lambdacyalothrin,4.5,0.659517426,6,736,210,242,608,525,268,386,354,87,NA,NA,NA,,0.702051,0.51047619,13
232,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,-19.97918835,33.46333667,16.75549265,18.3491127,lambdacyalothrin,9,0.659517426,12,961,126,490,807,1153,335,777,806,88,NA,NA,NA,,0.285591,0.290546401,13
233,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,23.09278351,48.92563942,7.557582043,45.58928699,lambdacyalothrin,1.5,0.556300268,0,970,179,359,685,746,415,506,487,89,NA,NA,NA,,0.894707,0.556300268,14
234,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,7.73993808,43.21094531,-8.389261745,15.09866973,lambdacyalothrin,4.5,0.556300268,6,646,143,270,441,596,202,399,441,90,NA,NA,NA,,0.702051,0.338926174,14
235,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,4.052780396,45.97085242,10.85945275,8.736524935,lambdacyalothrin,9,0.556300268,12,1061,96,463,843,1018,173,708,721,91,NA,NA,NA,,0.285591,0.169941061,14
189,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,1.265822785,96.38278388,-29.71210076,6.50887574,alphacypermethrin,0.25,0.076923077,0,316,4,92,228,312,24,304,292,0.7632075,0.0423751,0.03846154,0.1678027,0.08083664,0.7632075,0.15595586,15
190,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-55.31914894,100,-130.4253785,-2.173913043,alphacypermethrin,0.5,0.076923077,0.5,188,4,76,76,292,0,292,272,0.6342174,0,0.01981929,-0.2378315,0.01981929,0.6342174,0.34596328,15
191,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-7.894736842,100,-60.97560976,-5.555555556,alphacypermethrin,0.75,0.076923077,0.75,152,8,76,76,164,0,164,132,0.487163,0.021181,0.021181,0.21181,0.042362,0.487163,0.47047497,15
192,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-94.73684211,96.33204633,-21.04247104,10.81081081,alphacypermethrin,1,0.076923077,1,76,0,20,56,148,16,144,132,0.6698704,0.08119642,0,-0.7041252,0.08119642,0.6698704,0.24893314,15
193,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-51.85185185,100,-28.24133504,-9.756097561,alphacypermethrin,1.25,0.076923077,1.25,108,12,24,76,164,4,164,148,0.717386,0.08478199,0.03342367,-0.401084,0.11820565,0.717386,0.16440831,15
194,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,21.73913043,100,-76.92307692,0,alphacypermethrin,1.5,0.076923077,1.5,92,0,28,52,72,0,72,72,0.826087,0,0,0.3913043,0,0.826087,0.17391304,15
195,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,18.96551724,97.3172988,-26.08695652,-4.41898527,alphacypermethrin,1.75,0.076923077,1.75,232,24,48,184,188,12,184,188,0.7747616,0.10454879,0.05172414,0.2586207,0.15627293,0.7747616,0.06896552,15
196,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-147.3684211,100,-32.82674772,-13.69680851,alphacypermethrin,2,0.076923077,2,76,12,16,56,188,8,188,184,0.5918372,0.18083915,0,-1.2362822,0.18083915,0.5918372,0.22732363,15
