,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,time,lp0,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS,P_fed_and_alive,P_fed_and_dead,P_unfed_and_dead,P_unfed_and_alive,P_killed,P_bloodfed,P_other
1,Agossa2014,Anophelesgambiae,pirimiphosmethyl,2,WestAfrica,Benin,cement,-50.65789474,0.275132275,4.956321839,100,pirimiphosmethyl,1,0,1,152,0,26,145,75,75,13,68,,,,,,,
2,Agossa2014,Anophelesgambiae,pirimiphosmethyl,2,WestAfrica,Benin,cement,-20.54794521,-2.396259497,-0.876959872,91.37931034,pirimiphosmethyl,2,2,1,73,0,14,71,58,53,10,52,,,,,,,
3,Agossa2014,Anophelesgambiae,pirimiphosmethyl,2,WestAfrica,Benin,cement,-46.37681159,25.40540541,-97.22572509,52.7027027,pirimiphosmethyl,6,6,1,138,0,18,122,74,39,26,68,,,,,,,
4,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-50.70422535,11.48051948,18.64583333,87.58017493,pirimiphosmethyl,1.5,0,0.914285714,71,22,16,60,35,32,11,22,,,,,,,
5,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-73.97260274,-8.367071525,21.3427269,100,pirimiphosmethyl,1.5,0,1,146,59,29,127,38,38,5,26,,,,,,,
6,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-55.88235294,-4.615384615,-5.533063428,79.62546816,pirimiphosmethyl,1.5,0,0.866666667,136,47,32,114,60,52,12,46,,,,,,,
7,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,23.25581395,-2.166317261,-20.27972028,96.75471698,pirimiphosmethyl,1.5,0,0.981132075,86,36,32,55,106,104,38,80,,,,,,,
8,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-63.38028169,-4.265734266,27.17948718,100,pirimiphosmethyl,1.5,0,1,71,22,16,60,26,26,5,16,,,,,,,
9,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-82.87671233,0.170940171,31.02362205,100,pirimiphosmethyl,1.5,0,1,146,59,29,127,25,25,5,15,,,,,,,
10,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-40.44117647,11.20607787,17.98245614,98.11346927,pirimiphosmethyl,1.5,0,0.987654321,136,47,32,114,81,80,26,55,,,,,,,
11,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-52.3255814,-16.53116531,-14.41241685,100,pirimiphosmethyl,1.5,0,1,86,36,32,55,41,41,11,30,,,,,,,
12,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-34.50292398,25.27636054,0.821880154,94.61134454,pirimiphosmethyl,1.5,0,0.955357143,513,88,135,340,336,321,151,211,,,,,,,
13,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-60.49562682,2.80875043,6.13136136,89.3562336,pirimiphosmethyl,1.5,0,0.915129151,686,139,225,554,271,248,94,188,,,,,,,
14,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-62.88659794,2.541371158,-17.78429634,86.71512853,pirimiphosmethyl,1.5,0,0.891666667,970,179,359,685,360,321,139,267,,,,,,,
15,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,9.312638581,11.57882597,-15.33346972,72.60604507,pirimiphosmethyl,1.5,0,0.778904665,902,174,304,611,986,768,408,600,,,,,,,
16,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-46.19883041,14.93271222,10.84224599,94.75191816,pirimiphosmethyl,1.5,0,0.956521739,513,88,135,340,276,264,103,156,,,,,,,
17,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-46.06413994,6.29184499,17.21890932,96.27155492,pirimiphosmethyl,1.5,0,0.97027027,686,139,225,554,370,359,137,240,,,,,,,
18,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-7.216494845,6.863066012,-7.72884434,91.27967411,pirimiphosmethyl,1.5,0,0.928888889,970,179,359,685,900,836,372,636,,,,,,,
19,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-54.32372506,1.151086145,-31.12474721,75.64080337,pirimiphosmethyl,1.5,0,0.803398058,902,174,304,611,412,331,142,294,,,,,,,
20,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-76.92307692,3.703703704,-30,38.0952381,pirimiphosmethyl,4.5,6,0.914285714,13,6,4,10,3,2,1,2,,,,,,,
21,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-70,-42.85714286,-42.85714286,100,pirimiphosmethyl,4.5,6,1,10,6,3,7,3,3,0,3,,,,,,,
22,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-60.86956522,36.11111111,-53.33333333,31.85185185,pirimiphosmethyl,4.5,6,0.866666667,23,8,7,21,9,5,5,7,,,,,,,
23,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,20,-33.33333333,-66.66666667,72.22222222,pirimiphosmethyl,4.5,6,0.981132075,10,4,5,6,12,10,4,10,,,,,,,
24,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-76.92307692,51.85185185,13.33333333,100,pirimiphosmethyl,4.5,6,1,13,6,4,10,3,3,2,2,,,,,,,
25,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-90,-42.85714286,-42.85714286,100,pirimiphosmethyl,4.5,6,1,10,6,3,7,1,1,0,1,,,,,,,
26,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-21.73913043,-3.819444444,-9.523809524,31.85185185,pirimiphosmethyl,4.5,6,0.987654321,23,8,7,21,18,10,5,10,,,,,,,
27,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-50,-100,-66.66666667,66.66666667,pirimiphosmethyl,4.5,6,1,10,4,5,6,5,4,0,4,,,,,,,
28,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-12.09677419,3.485168642,-52.00580973,57.58892644,pirimiphosmethyl,4.5,6,0.955357143,620,164,277,459,545,375,254,422,,,,,,,
29,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-41.57608696,30.01035684,-34.40719236,51.51472279,pirimiphosmethyl,4.5,6,0.915129151,736,210,242,608,430,281,228,312,,,,,,,
30,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-22.13622291,5.727338099,-69.06184218,42.80677762,pirimiphosmethyl,4.5,6,0.891666667,646,143,270,441,503,279,227,322,,,,,,,
31,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,4.344048653,-5.765219631,-121.933704,35.79250515,pirimiphosmethyl,4.5,6,0.778904665,1151,242,456,728,1201,592,434,831,,,,,,,
32,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-37.09677419,-0.575614861,-16.73808596,69.32073774,pirimiphosmethyl,4.5,6,0.956521739,620,164,277,459,390,302,173,261,,,,,,,
33,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-50.95108696,22.82346608,-10.35893621,69.76712343,pirimiphosmethyl,4.5,6,0.97027027,736,210,242,608,361,283,174,258,,,,,,,
34,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,28.17337461,-2.711609621,-65.99928308,58.89638017,pirimiphosmethyl,4.5,6,0.928888889,646,143,270,441,828,563,333,638,,,,,,,
35,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-55.25629887,-0.653209471,-79.25548532,46.89224262,pirimiphosmethyl,4.5,6,0.803398058,1151,242,456,728,515,299,202,339,,,,,,,
36,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-68.62745098,-2.455357143,-6.25,70.34883721,pirimiphosmethyl,9,12,0.914285714,51,8,23,48,16,12,7,12,,,,,,,
37,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-82,-8.024691358,-90.47619048,38.27160494,pirimiphosmethyl,9,12,1,50,14,14,42,9,5,2,8,,,,,,,
38,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-34.21052632,11.33333333,-126.7045455,39.2,pirimiphosmethyl,9,12,0.866666667,38,3,14,32,25,11,11,21,,,,,,,
39,Tchicaya2014,Anophelesfunestus,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,76.92307692,-29.19254658,-149.4949495,24.63768116,pirimiphosmethyl,9,12,0.981132075,13,4,6,9,23,11,7,19,,,,,,,
40,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-52.94117647,-21.42857143,-94.79166667,40.69767442,pirimiphosmethyl,9,12,1,51,8,23,48,24,12,8,22,,,,,,,
41,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-92,30.55555556,-138.0952381,30.55555556,pirimiphosmethyl,9,12,1,50,14,14,42,4,2,2,4,,,,,,,
42,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-23.68421053,7.183908046,-78.125,51.33004926,pirimiphosmethyl,9,12,0.987654321,38,3,14,32,29,16,12,24,,,,,,,
43,Tchicaya2014,Anophelesfunestus,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-30.76923077,-65.07936508,-65.07936508,67.90123457,pirimiphosmethyl,9,12,1,13,4,6,9,9,7,1,8,,,,,,,
44,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-42.22222222,14.7341629,-90.76997814,44.16873449,pirimiphosmethyl,9,12,0.955357143,1260,113,444,1035,728,358,326,561,,,,,,,
45,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-46.72216441,5.15608413,-85.03669812,43.35422904,pirimiphosmethyl,9,12,0.915129151,961,126,490,807,512,260,274,404,,,,,,,
46,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-48.44486334,9.179287448,-250.2551976,20.60414318,pirimiphosmethyl,9,12,0.891666667,1061,96,463,843,547,152,267,423,,,,,,,
47,Tchicaya2014,Anophelesgambiae,pirimiphos-methylAA30%CS,1,WestAfrica,CoteDIvoire,cement,-0.816326531,-5.246725499,-272.7493917,22.93345582,pirimiphosmethyl,9,12,0.778904665,980,93,433,685,972,294,401,766,,,,,,,
48,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-53.01587302,12.10005962,-80.60999351,52.31096397,pirimiphosmethyl,9,12,0.956521739,1260,113,444,1035,592,335,255,497,,,,,,,
49,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-53.69406868,11.96736563,-36.15436608,58.87801924,pirimiphosmethyl,9,12,0.97027027,961,126,490,807,445,286,253,327,,,,,,,
50,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-23.46842601,11.72463219,-112.0257323,42.85944001,pirimiphosmethyl,9,12,0.928888889,1061,96,463,843,812,390,408,657,,,,,,,
51,Tchicaya2014,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,CoteDIvoire,cement,-56.53061224,-14.8131936,-233.204615,29.71508117,pirimiphosmethyl,9,12,0.803398058,980,93,433,685,426,155,153,361,,,,,,,
52,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-30.43478261,-20.43918919,-0.790229885,100,pirimiphosmethyl,1,1,1,736,24,440,696,512,512,264,488,0.0422496,0.8694352,0.06759511,0.3420516,0.9370303,0.0422496,0.02072011
53,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,12.67605634,-1.737804878,-4.411764706,98.61328125,pirimiphosmethyl,2,2,1,568,56,240,544,640,632,264,632,0.02121039,0.9245643,0.0125,-0.0709507,0.9370643,0.02121039,0.04172535
54,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-21.01449275,20.69765097,3.40780543,95.20433695,pirimiphosmethyl,3,3,1,1104,48,376,1088,872,832,416,792,0.11073947,0.7909358,0.08256881,0.2433187,0.8735046,0.11073947,0.01575588
55,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-27.83505155,-21.40328698,-11.59525319,94.39306358,pirimiphosmethyl,4,4,1,1552,168,648,1328,1120,1064,328,1016,0.10955186,0.7180991,0.1302651,0.3517305,0.8483642,0.10955186,0.04208395
56,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-34.35582822,-12.15980281,-12.76027397,92.89096573,pirimiphosmethyl,5,5,1,1304,104,576,1168,856,800,320,808,0.09287172,0.8047259,0.05251992,0.4022132,0.8572458,0.09287172,0.04988246
57,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-43.08943089,23.9445629,-28.36812144,96.62087912,pirimiphosmethyl,6,6,1,984,152,448,744,560,544,328,528,0.05979094,0.7450871,0.09547038,0.5487805,0.8405575,0.05979094,0.09965157
58,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-47.28682171,-20.9375,-13.71900826,86.56949505,pirimiphosmethyl,7,7,1,1032,128,392,968,544,480,136,512,0.12864462,0.7687562,0.05870953,0.5183539,0.8274657,0.12864462,0.04388965
59,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-37.14285714,5.991735537,-28.67647059,76.60427807,pirimiphosmethyl,8,8,1,280,8,104,256,176,136,72,160,0.26446281,0.59268,0.09090909,0.4805195,0.6835891,0.26446281,0.05194805
60,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-15.73033708,0.707482993,-31.09362389,73.62962963,pirimiphosmethyl,9,9,1,712,136,320,672,600,472,272,584,0.16564894,0.7748754,0.02187266,0.1640449,0.7967481,0.16564894,0.037603
61,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-22.05882353,34.59119497,-21.71563661,86.25336927,pirimiphosmethyl,10,10,1,544,96,136,504,424,376,216,424,0.08990011,0.8659822,0.01470588,0.25,0.8806881,0.08990011,0.02941176
62,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-34.92063492,-3.719512195,-20.84398977,80.44345898,pirimiphosmethyl,11,11,1,504,64,184,368,328,272,112,240,0.22095691,0.441064,0.22996516,0.4367015,0.6710291,0.22095691,0.10801394
63,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,0.5,WestAfrica,Benin,cement,-29.75206612,-40.0192864,-179.3650794,33.90756303,pirimiphosmethyl,12,12,1,968,72,480,840,680,264,200,640,0.50220481,0.3145186,0.06261546,0.42421,0.377134,0.50220481,0.12066116
64,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-31.52173913,-30.24453024,2.645502646,100,pirimiphosmethyl,1,1,1,736,24,440,696,504,504,240,464,0.06909527,0.811512,0.09937888,0.357833,0.9108909,0.06909527,0.020013803
65,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-7.042253521,18.66223208,-1.247771836,100,pirimiphosmethyl,2,2,1,568,56,240,544,528,528,280,512,0.02524606,0.9034778,0.03030303,0.1244131,0.9337808,0.02524606,0.040973111
66,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-39.13043478,6.12244898,8.309709426,98.75541126,pirimiphosmethyl,3,3,1,1104,48,376,1088,672,664,256,600,0.10090087,0.7854863,0.10714286,0.4034679,0.8926292,0.10090087,0.006469979
67,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-32.98969072,-3.008849558,-10.27011271,94.82436639,pirimiphosmethyl,4,4,1,1552,168,648,1328,1040,992,416,936,0.10624535,0.7219069,0.1297383,0.3800159,0.8516452,0.10624535,0.042109437
68,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-15.95092025,-0.673778776,-6.369323698,92.06812652,pirimiphosmethyl,5,5,1,1304,104,576,1168,1096,1016,480,968,0.1425631,0.7042418,0.11495231,0.2386817,0.8191941,0.1425631,0.038242801
69,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-15.44715447,-7.677956372,-33.6076366,93.17677515,pirimiphosmethyl,6,6,1,984,152,448,744,832,784,344,792,0.06771811,0.7448992,0.0771576,0.2861163,0.8220568,0.06771811,0.110225141
70,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-37.98449612,-4.8125,13.55818629,91.4380531,pirimiphosmethyl,7,7,1,1032,128,392,968,640,592,224,480,0.16912427,0.5579106,0.19932171,0.4132752,0.7572323,0.16912427,0.073643411
71,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-51.42857143,-12.29946524,-9.375,87.88927336,pirimiphosmethyl,8,8,1,280,8,104,256,136,120,40,120,0.14236283,0.6895699,0.05882353,0.5630252,0.7483935,0.14236283,0.109243697
72,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-35.95505618,-30.64804869,-16.14010989,89.15692008,pirimiphosmethyl,9,9,1,712,136,320,672,456,416,128,456,0.06997832,0.8963138,0.02247191,0.3707865,0.9187857,0.06997832,0.011235955
73,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-52.94117647,8.333333333,-0.972862263,96.20535714,pirimiphosmethyl,10,10,1,544,96,136,504,256,248,80,232,0.08995864,0.7763097,0.10707721,0.5376838,0.8833869,0.08995864,0.026654412
74,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-57.14285714,-5,-93.35038363,57.57575758,pirimiphosmethyl,11,11,1,504,64,184,368,216,136,72,192,0.35325625,0.4509765,0.15343915,0.5873016,0.6044157,0.35325625,0.042328042
75,Rowland2013,Anophelesgambiae,pirimiphos-methylB30%CS,1,WestAfrica,Benin,cement,-52.0661157,-57.32052007,-203.8095238,32.94334975,pirimiphosmethyl,12,12,1,968,72,480,840,464,176,96,464,0.50270732,0.3650613,0.01652893,0.6363636,0.3815902,0.50270732,0.115702479
76,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-53.13131313,49.48436996,-75.66782811,71.00812651,pirimiphosmethyl,1,1,1,1692,108,522,1269,477,459,171,234,0.269703,0.184331518,0.512043356,0.55600161,0.696374874,0.269703,0.03392212
77,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-37.08609272,46.31856687,-97.71570895,80.20032781,pirimiphosmethyl,2,2,1,2043,63,675,1260,351,342,108,252,0.2157171,0.394697437,0.294702361,0.76640687,0.689399798,0.2157171,0.09488309
78,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-0.642398287,43.7947828,-74.98501199,81.36174968,pirimiphosmethyl,3,3,1,1440,90,477,882,243,189,117,180,0.2786351,0.323216735,0.282407407,0.87962963,0.605624143,0.2786351,0.11574074
79,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,55.44554455,40.61734444,-61.95016251,89.89562144,pirimiphosmethyl,4,4,1,1305,63,315,864,675,522,198,531,0.4720601,0.298882452,0.156873563,0.5508046,0.455756015,0.4720601,0.07218391
80,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-31.3225058,36.78224488,-22.20253246,82.88976403,pirimiphosmethyl,5,5,1,2907,72,900,2565,3141,1557,1053,2637,0.6187141,0.236431485,0.091690544,-0.00493227,0.32812203,0.6187141,0.05316384
81,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-75.74086837,35.67061788,-32.17251165,82.64354067,pirimiphosmethyl,6,6,1,5031,135,1431,4032,6183,2088,1728,5085,0.7358765,0.092312709,0.0713246,-0.12163017,0.163637309,0.7358765,0.10048616
82,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-56.84647303,30.01659358,-19.71169234,95.17729929,pirimiphosmethyl,7,7,1,3438,27,945,2790,3528,639,1062,3204,0.8166051,0.0439035,0.030612245,0.06671386,0.074515745,0.8166051,0.10887915
83,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-93.97116645,-18.72768879,-18.26268616,95.62926047,pirimiphosmethyl,8,8,1,5481,27,1728,4806,5355,900,1980,4986,0.8967479,0.006165011,0.003250956,0.07380331,0.009415967,0.8967479,0.09383616
84,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-82.67515924,39.97058824,-25.04978096,91.17084692,pirimiphosmethyl,9,9,1,5517,0,1710,4788,4230,396,1152,4077,0.9284878,0.001979718,0,0.28444344,0.001979718,0.9284878,0.06953247
85,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-88.28748891,44.40451022,-38.33878887,78.76904031,pirimiphosmethyl,10,10,1,3672,9,801,3267,2808,279,747,2682,0.946047,0,0,0.27341001,0,0.946047,0.05395299
86,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-64.32748538,44.70850713,-10.90801887,86.8852459,pirimiphosmethyl,11,11,1,2124,27,531,1989,1836,306,504,1836,0.970339,0,0,0.16525424,0,0.970339,0.02966102
87,Unpublished_Muller_Sumi_trial,Anophelesgambiae,pirimiphos-methylB30%CS,,WestAfrica,CoteDIvoire,cement,-32.35294118,56.80648341,-21.10908723,88.04347826,pirimiphosmethyl,12,12,1,1818,0,441,1647,1224,72,387,1152,0.9488934,0,0,0.34857309,0,0.9488934,0.05110658
88,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,10.38251366,18.28771112,100,38.23132313,pirimiphosmethyl,1.3,1.3,,183,7,132,9,202,82,156,0,0.260753124,0,0.095033274,0.547070281,0.095033274,0.260753124,0.644213602
89,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,8.695652174,-114.6666667,-411.1111111,60.41860465,pirimiphosmethyl,1.333333333,1.333333333,,92,6,77,2,100,63,65,7,0.120156522,0.007669565,0.204782609,0.614347826,0.212452174,0.120156522,0.667391304
90,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,-71.64948454,-252.7272727,-1008.571429,20.10045203,pirimiphosmethyl,1.366666667,1.366666667,,194,13,173,5,55,14,34,4,0.118556701,0,0.06185567,1.536082474,0.06185567,0.118556701,0.819587629
91,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,45.73643411,-13.21808511,-8.403361345,31.95006154,pirimiphosmethyl,1.4,1.4,,129,8,69,7,188,68,89,4,0.423207913,0.004550623,0.091951179,0.037522679,0.096501802,0.423207913,0.480290285
92,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,49.45054945,42.00980392,48.29545455,39.95098039,pirimiphosmethyl,1.433333333,1.433333333,,91,13,46,8,136,66,97,3,0.384755005,0.002850037,0.234243697,-0.047268908,0.237093735,0.384755005,0.378151261
93,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,-26.92307692,-18.59649123,-10.93333333,19.78221416,pirimiphosmethyl,1.533333333,1.533333333,,104,17,74,15,76,25,50,4,0.251012146,0.008097166,0.279352227,0.688259109,0.287449393,0.251012146,0.461538462
94,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,-40.625,-62.18323587,-1.587301587,34.09610984,pirimiphosmethyl,1.566666667,1.566666667,,96,4,69,9,57,21,31,2,0.275584795,0,0.087719298,1.007309942,0.087719298,0.275584795,0.636695906
95,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,127.7777778,-154.0069686,-1618.181818,14.72795497,pirimiphosmethyl,1.6,1.6,,54,2,40,6,123,22,42,42,0.234428361,0.005860709,0.107497742,-0.50767841,0.113358451,0.234428361,0.652213189
96,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,pirimiphos-methyl,,Ifakara,Tanzania,Ifakara_huts,24.65753425,-78.95181741,-407.826087,18.58290963,pirimiphosmethyl,1.633333333,1.633333333,,73,6,60,5,91,23,62,8,0.160899766,0.00739769,0.121631793,0.477043504,0.129029483,0.160899766,0.710070751
